type_of_sentence,verb_main_semantic_class,verb_second_semantic_class,verb_third_semantic_class,verb_veridical_positive,verb_veridical_negative,verb_tense,t_negation,semantic_relation
1,epistemiczny,none,none,o,o,present,0,N
1,epistemiczny,none,none,o,o,present,0,N
1,epistemiczny,none,none,o,o,present,0,N
1,epistemiczny,none,none,o,o,present,0,N
1,epistemiczny,none,none,o,o,present,0,N
1,epistemiczny,none,none,o,o,present,0,N
1,epistemiczny,none,none,o,o,present,0,N
1,epistemiczny,none,none,o,o,present,0,N
1,epistemiczny,none,none,o,o,present,0,N
1,epistemiczny,none,none,o,o,past,0,N
1,epistemiczny,none,none,o,o,present,0,N
1,epistemiczny,none,none,o,o,present,0,N
1,epistemiczny,none,none,o,o,past,0,N
1,epistemiczny,none,none,o,o,present,0,N
1,epistemiczny,none,none,o,o,past,0,N
1,epistemiczny,none,none,o,o,past,0,N
1,epistemiczny,none,none,o,o,past,0,N
1,epistemiczny,none,none,o,o,past,0,N
1,epistemiczny,none,none,o,o,present,0,N
1,epistemiczny,none,none,o,o,present,0,N
1,epistemiczny,none,none,o,o,present,0,N
1,epistemiczny,none,none,o,o,present,0,N
1,epistemiczny,none,none,o,o,present,0,N
1,epistemiczny,none,none,o,o,present,0,N
1,epistemiczny,none,none,o,o,brak,0,N
1,epistemiczny,none,none,o,o,present,0,N
1,epistemiczny,none,none,o,o,past,0,N
1,epistemiczny,none,none,o,o,past,0,N
1,epistemiczny,none,none,o,o,past,0,N
1,epistemiczny,none,none,o,o,past,0,N
1,epistemiczny,none,none,o,o,past,0,N
1,epistemiczny,none,none,o,o,present,0,N
1,epistemiczny,none,none,o,o,present,0,N
1,epistemiczny,none,none,o,o,present,0,N
1,epistemiczny,none,none,o,o,past,0,N
1,epistemiczny,none,none,o,o,past,0,N
1,epistemiczny,none,none,o,o,past,0,N
1,epistemiczny,none,none,o,o,present,0,N
1,epistemiczny,none,none,o,o,present,0,N
1,epistemiczny,none,none,o,o,present,0,N
1,epistemiczny,none,none,o,o,present,0,N
1,epistemiczny,none,none,o,o,present,0,N
1,epistemiczny,none,none,o,o,present,0,N
1,epistemiczny,none,none,o,o,present,0,N
1,epistemiczny,none,none,o,o,present,0,N
1,epistemiczny,none,none,o,o,present,0,N
1,epistemiczny,none,none,o,o,present,0,N
1,epistemiczny,none,none,o,o,present,0,N
1,epistemiczny,none,none,o,o,present,0,N
1,epistemiczny,none,none,o,o,present,0,N
1,epistemiczny,none,none,o,o,present,0,N
1,epistemiczny,none,none,o,o,present,0,N
1,epistemiczny,none,none,o,o,present,0,N
1,epistemiczny,none,none,o,o,present,0,N
1,epistemiczny,none,none,o,o,past,0,N
1,epistemiczny,none,none,o,o,present,0,N
1,epistemiczny,none,none,o,o,present,0,N
1,epistemiczny,none,none,o,o,present,0,N
1,epistemiczny,none,none,o,o,present,0,N
1,epistemiczny,none,none,o,o,present,0,N
1,epistemiczny,none,none,o,o,past,0,N
1,epistemiczny,none,none,o,o,past,0,N
1,epistemiczny,none,none,o,o,present,0,N
1,epistemiczny,none,none,o,o,present,0,N
1,epistemiczny,none,none,o,o,present,0,N
?,epistemiczny,none,none,o,o,brak,0,N
imperatyw,epistemiczny,none,none,o,o,present,1,E
imperatyw,epistemiczny,none,none,o,o,brak,1,N
pytajne,epistemiczny,none,none,o,o,present,0,N
pytajne,epistemiczny,none,none,o,o,present,0,N
pytajne,epistemiczny,none,none,o,o,present,0,N
pytajne,epistemiczny,none,none,o,o,present,0,N
pytajne,epistemiczny,none,none,o,o,present,0,N
pytajne,epistemiczny,none,none,o,o,present,0,N
warunkowe,epistemiczny,none,none,o,o,present,0,N
warunkowe,epistemiczny,none,none,o,o,present,0,N
warunkowe,epistemiczny,none,none,o,o,present,0,N
warunkowe,epistemiczny,none,none,o,o,future,0,N
wolitywne,epistemiczny,none,none,o,o,past,1,?
1,epistemiczny,none,none,o,o,past,0,C
1,epistemiczny,none,none,o,o,present,1,N
1,epistemiczny,none,none,o,o,past,0,N
imperatyw ,epistemiczny,none,none,o,o,brak,0,N
1,epistemiczny,none,none,+,+,future,0,E
1,mówienia,none,none,o,o,brak,0,N
1,epistemiczny,none,none,+,+,past,0,E
modalne,epistemiczny,none,none,o,o,present,0,N
1,epistemiczny,none,none,o,o,past,0,N
1,epistemiczny,none,none,o,o,future,1,N
1,epistemiczny,none,none,o,o,past,0,N
1,epistemiczny,none,none,o,o,past,0,N
1,epistemiczny,none,none,o,o,brak,0,N
1,epistemiczny,none,none,o,o,past,0,N
1,epistemiczny,none,none,o,o,past,0,N
1,epistemiczny,none,none,o,o,past,0,N
1,epistemiczny,none,none,o,o,past,0,N
1,epistemiczny,none,none,o,o,past,0,N
1,epistemiczny,none,none,o,o,past,0,N
1,epistemiczny,none,none,o,o,past,0,N
1,epistemiczny,none,none,o,o,past,0,N
1,epistemiczny,none,none,o,o,past,0,N
1,epistemiczny,none,none,o,o,past,0,N
1,epistemiczny,none,none,o,o,past,0,N
1,epistemiczny,none,none,o,o,past,0,N
1,epistemiczny,none,none,o,o,past,0,N
warunkowe,epistemiczny,none,none,o,o,future,0,N
warunkowe,epistemiczny,none,none,o,o,future,0,N
warunkowe; modalne,epistemiczny,none,none,o,o,brak,0,N
1,epistemiczny,none,none,o,o,present,0,N
1,epistemiczny,none,none,o,o,present,0,N
1,epistemiczny,none,none,o,o,present,0,N
modalne,epistemiczny,wolitywny,none,o,o,present,1,N
1,epistemiczny,wolitywny,none,o,o,present,1,N
1,mówienia,none,none,-,?,present,0,C
1,mówienia,none,none,-,?,present,0,N
1,epistemiczny,none,none,+,?,present,0,E
?,epistemiczny,none,none,+,?,present,0,N
1,epistemiczny,none,none,+,?,present,0,E
1,epistemiczny,none,none,+,?,present,0,E
1,epistemiczny,none,none,+,?,brak,0,E
1,epistemiczny,none,none,+,?,brak,0,E
1,epistemiczny,none,none,+,?,past,0,E
1,epistemiczny,none,none,+,?,past,0,E
1,epistemiczny,none,none,+,?,past,0,E
1,epistemiczny,none,none,+,?,present,0,E
1,epistemiczny,none,none,+,?,present,0,E
1,epistemiczny,none,none,+,?,brak,0,E
1,epistemiczny,none,none,+,?,present,0,E
1,epistemiczny,none,none,+,?,past,0,E
1,epistemiczny,none,none,+,?,present,0,E
1,epistemiczny,none,none,+,?,brak,0,E
1,epistemiczny,none,none,+,?,present,0,E
1,epistemiczny,none,none,+,?,present,0,E
1,epistemiczny,none,none,+,?,brak,0,E
1,epistemiczny,none,none,+,?,past,0,E
1,epistemiczny,none,none,+,?,present,0,E
1,epistemiczny,none,none,+,?,present,0,E
1,epistemiczny,none,none,+,?,brak,0,E
1,epistemiczny,none,none,+,?,present,0,E
1,epistemiczny,none,none,+,?,present,0,E
1,epistemiczny,none,none,+,?,present,0,E
1,epistemiczny,none,none,+,?,present,0,E
1,epistemiczny,none,none,+,?,present,0,E
1,epistemiczny,none,none,+,?,brak,0,E
1,epistemiczny,none,none,+,?,present,0,E
1,epistemiczny,none,none,+,?,present,0,E
1,epistemiczny,none,none,+,?,brak,0,E
1,epistemiczny,none,none,+,?,brak,0,E
1,epistemiczny,none,none,+,?,past,0,E
warunkowe,epistemiczny,none,none,+,?,present,0,N
1,epistemiczny,percepcyjny,none,+,+,brak,0,E
1,percepcyjny,epistemiczny,none,+,+,past,0,E
1,percepcyjny,epistemiczny,none,+,+,present,0,E
1,percepcyjny,epistemiczny,none,+,+,present,0,E
1,percepcyjny,epistemiczny,none,+,+,past,0,E
1,percepcyjny,epistemiczny,none,+,+,present,0,E
1,percepcyjny,epistemiczny,none,+,+,past,0,E
1,percepcyjny,epistemiczny,none,+,+,present,0,E
1,percepcyjny,epistemiczny,none,+,+,present,0,E
1,epistemiczny,none,none,+,+,brak,0,E
1,epistemiczny,none,none,+,+,present,0,E
1,epistemiczny,none,none,+,+,present,0,E
modalne,epistemiczny,none,none,+,+,past,0,E
1,epistemiczny,none,none,+,+,present,0,E
1,epistemiczny,none,none,+,+,present,0,E
1,epistemiczny,none,none,+,+,present,0,E
1,epistemiczny,none,none,+,+,past,1,E
1,epistemiczny,none,none,+,+,present,0,E
1,epistemiczny,none,none,+,+,present,0,E
1,epistemiczny,none,none,+,+,past,1,E
1,epistemiczny,none,none,+,+,present,0,E
1,epistemiczny,none,none,+,+,present,0,E
1,epistemiczny,none,none,+,+,present,0,E
1,epistemiczny,none,none,+,+,present,0,E
1,epistemiczny,none,none,+,+,present,0,E
1,epistemiczny,none,none,+,+,present,0,E
1,epistemiczny,none,none,+,+,present,0,E
1,epistemiczny,none,none,+,+,present,0,E
1,epistemiczny,none,none,+,+,past,0,E
1,epistemiczny,none,none,+,+,present,0,E
1,epistemiczny,none,none,+,+,past,1,E
1,epistemiczny,none,none,+,+,present,0,E
1,epistemiczny,none,none,+,+,present,0,E
1,epistemiczny,none,none,+,+,past,0,E
1,epistemiczny,none,none,+,+,present,0,E
1,epistemiczny,none,none,+,+,present,0,E
1,epistemiczny,none,none,+,+,present,0,E
1,epistemiczny,none,none,+,+,present,0,E
1,epistemiczny,none,none,+,+,present,0,E
1,epistemiczny,none,none,+,+,present,0,E
1,epistemiczny,none,none,+,+,past,0,E
1,epistemiczny,none,none,+,+,present,0,E
1,epistemiczny,none,none,+,+,past,0,E
1,epistemiczny,none,none,+,+,past,0,E
1,epistemiczny,none,none,+,+,present,0,E
1,epistemiczny,none,none,+,+,past,0,E
1,epistemiczny,none,none,+,+,present,0,E
1,epistemiczny,none,none,+,+,past,0,E
1,epistemiczny,none,none,+,+,present,0,E
1,epistemiczny,none,none,+,+,present,0,E
1,epistemiczny,none,none,+,+,present,0,E
1,epistemiczny,none,none,+,+,present,0,E
1,epistemiczny,none,none,+,+,present,1,E
1,epistemiczny,none,none,+,+,present,0,E
1,epistemiczny,none,none,+,+,present,0,E
1,epistemiczny,none,none,+,+,present,0,E
1,epistemiczny,none,none,+,+,present,0,E
1,epistemiczny,none,none,+,+,past,1,E
1,epistemiczny,none,none,+,+,past,1,E
1,epistemiczny,none,none,+,+,past,1,E
1,epistemiczny,none,none,+,+,present,0,E
1,epistemiczny,none,none,+,+,present,1,E
1,epistemiczny,none,none,+,+,present,0,E
1,epistemiczny,none,none,+,+,present,0,E
1,epistemiczny,none,none,+,+,past,0,E
1,epistemiczny,none,none,+,+,past,0,E
1,epistemiczny,none,none,+,+,present,0,E
1,epistemiczny,none,none,+,+,present,0,E
1,epistemiczny,none,none,+,+,present,0,E
1,epistemiczny,none,none,+,+,present,0,E
1,epistemiczny,none,none,+,+,present,0,E
1,epistemiczny,none,none,+,+,present,0,E
1,epistemiczny,none,none,+,+,present,0,E
1,epistemiczny,none,none,+,+,present,0,E
1,epistemiczny,none,none,+,+,present,0,E
1,epistemiczny,none,none,+,+,present,0,E
1,epistemiczny,none,none,+,+,past,0,E
1,epistemiczny,none,none,+,+,brak,0,E
1,epistemiczny,none,none,+,+,past,1,E
1,epistemiczny,none,none,+,+,present,0,E
1,epistemiczny,none,none,+,+,present,0,E
1,epistemiczny,none,none,+,+,past,0,E
1,epistemiczny,none,none,+,+,present,1,E
1,epistemiczny,none,none,+,+,present,0,E
1,epistemiczny,none,none,+,+,present,0,E
1,epistemiczny,none,none,+,+,present,0,E
1,epistemiczny,none,none,+,+,present,0,E
1,epistemiczny,none,none,+,+,present,0,E
1,epistemiczny,none,none,+,+,present,0,E
1,epistemiczny,none,none,+,+,present,0,E
1,epistemiczny,none,none,+,+,present,0,E
1,epistemiczny,none,none,+,+,past,0,E
1,epistemiczny,none,none,+,+,past,0,E
1,epistemiczny,none,none,+,+,past,0,E
1,epistemiczny,none,none,+,+,past,0,E
1,epistemiczny,none,none,+,+,past,0,E
1,epistemiczny,none,none,+,+,present,0,E
1,epistemiczny,none,none,+,+,present,0,E
1,epistemiczny,none,none,+,+,present,0,E
1,epistemiczny,none,none,+,+,present,0,E
1,epistemiczny,none,none,+,+,present,0,E
1,epistemiczny,none,none,+,+,present,0,E
1,epistemiczny,none,none,+,+,present,0,E
1,epistemiczny,none,none,+,+,present,0,E
1,epistemiczny,none,none,+,+,present,0,E
1,epistemiczny,none,none,+,+,present,0,E
1,epistemiczny,none,none,+,+,present,0,E
1,epistemiczny,none,none,+,+,present,0,E
1,epistemiczny,none,none,+,+,present,0,E
1,epistemiczny,none,none,+,+,present,0,E
1,epistemiczny,none,none,+,+,present,0,E
1,epistemiczny,none,none,+,+,present,0,E
1,epistemiczny,none,none,+,+,present,0,E
1,epistemiczny,none,none,+,+,present,0,E
1,epistemiczny,none,none,+,+,present,0,E
1,epistemiczny,none,none,+,+,present,0,E
1,epistemiczny,none,none,+,+,present,0,E
1,epistemiczny,none,none,+,+,present,0,E
1,epistemiczny,none,none,+,+,present,0,E
1,epistemiczny,none,none,+,+,present,0,E
1,epistemiczny,none,none,+,+,present,0,E
1,epistemiczny,none,none,+,+,present,0,E
1,epistemiczny,none,none,+,+,present,0,E
1,epistemiczny,none,none,+,+,present,0,E
1,epistemiczny,none,none,+,+,present,0,E
1,epistemiczny,none,none,+,+,present,0,E
1,epistemiczny,none,none,+,+,present,0,E
1,epistemiczny,none,none,+,+,present,0,E
1,epistemiczny,none,none,+,+,present,0,E
1,epistemiczny,none,none,+,+,present,0,E
1,epistemiczny,none,none,+,+,present,0,E
1,epistemiczny,none,none,+,+,past,0,E
1,epistemiczny,none,none,+,+,past,1,E
1,epistemiczny,none,none,+,+,past,0,E
1,epistemiczny,none,none,+,+,present,0,E
1,epistemiczny,none,none,+,+,present,0,E
1,epistemiczny,none,none,+,+,present,0,E
1,epistemiczny,none,none,+,+,past,0,E
1,epistemiczny,none,none,+,+,present,0,E
1,epistemiczny,none,none,+,+,past,0,E
1,epistemiczny,none,none,+,+,past,0,E
1,epistemiczny,none,none,+,+,present,0,E
?,epistemiczny,none,none,+,+,present,0,E
?,epistemiczny,none,none,+,+,present,0,E
generalne,epistemiczny,none,none,+,+,present,0,N
imperatyw; generalne,epistemiczny,none,none,+,+,present,0,N
imperatyw; warunkowe,epistemiczny,none,none,+,+,future,0,E
pytajne,epistemiczny,none,none,+,+,past,1,E
pytajne,epistemiczny,none,none,+,+,past,0,E
pytajne,epistemiczny,none,none,+,+,present,0,E
pytajne,epistemiczny,none,none,+,+,present,0,?
warunkowe; generalne,epistemiczny,none,none,+,+,future,0,N
1,epistemiczny,none,none,o,o,past,0,N
1,epistemiczny,none,none,o,o,present,1,N
1,epistemiczny,none,none,o,o,present,0,N
1,epistemiczny,none,none,o,o,present,0,N
1,epistemiczny,none,none,o,o,past,0,N
1,epistemiczny,none,none,o,o,present,0,N
1,epistemiczny,none,none,o,o,present,0,N
1,epistemiczny,none,none,o,o,present,0,N
1,epistemiczny,none,none,o,o,present,0,N
1,epistemiczny,none,none,o,o,present,0,N
1,epistemiczny,none,none,o,o,present,0,N
1,epistemiczny,none,none,o,o,present,0,N
1,epistemiczny,none,none,o,o,present,0,N
1,epistemiczny,none,none,o,o,present,0,N
1,epistemiczny,none,none,o,o,present,0,N
1,epistemiczny,none,none,o,o,present,0,N
1,epistemiczny,none,none,o,o,past,0,N
1,epistemiczny,none,none,o,o,present,0,N
1,epistemiczny,none,none,o,o,present,0,N
1,epistemiczny,none,none,o,o,present,0,N
1,epistemiczny,none,none,o,o,present,0,N
1,epistemiczny,none,none,o,o,present,0,N
1,epistemiczny,none,none,o,o,past,0,N
1,epistemiczny,none,none,o,o,present,0,N
1,epistemiczny,none,none,o,o,present,0,N
?,epistemiczny,none,none,o,o,present,0,N
imperatyw ,epistemiczny,none,none,o,o,present,0,N
modalne,epistemiczny,none,none,o,o,present,0,N
modalne,epistemiczny,none,none,o,o,present,0,N
warunkowe,epistemiczny,none,none,o,o,present,0,N
wolitywne,epistemiczny,none,none,o,o,brak,0,N
1,mówienia,none,none,-,o,present,0,N
1,mówienia,none,none,-,o,future,1,N
generalne,mówienia,none,none,-,o,present,0,C
wolitywne,mówienia,none,none,-,o,brak,1,N
1,mówienia,none,none,-,o,present,0,N
modalne,epistemiczny,none,none,o,o,present,0,N
1,epistemiczny,none,none,o,o,present,0,N
1,epistemiczny,none,none,o,o,present,0,N
1,przyczynowy,none,none,+,o,past,0,E
powinnościowe,wnioskowania,epistemiczny,none,o,o,present,0,N
1,mówienia,epistemiczny,none,o,o,present,0,N
1,mówienia,pamięciowy,none,o,?,present,0,E
?,mówienia,pamięciowy,none,o,?,brak,0,E
1,mówienia,pamięciowy,none,o,o,past,0,N
1,mówienia,pamięciowy,none,o,o,past,0,?
1,mówienia,pamięciowy,none,o,o,past,0,N
?,mówienia,pamięciowy,none,o,o,present,0,E
1,mówienia,pamięciowy,none,o,?,brak,0,E
1,emotywny,epistemiczny,none,+,+,brak,0,E
modalne,emotywny,epistemiczny,none,+,+,past,1,E
modalne,emotywny,epistemiczny,none,+,+,present,1,E
modalne; pytajne,emotywny,epistemiczny,none,+,+,present,1,E
modalne,mówienia,epistemiczny,none,+,?,present,0,?
1,epistemiczny,none,none,o,o,brak,0,N
1,epistemiczny,none,none,o,o,past,0,N
1,epistemiczny,none,none,o,o,present,0,N
1,wnioskowania,epistemiczny,none,o,o,present,0,N
1,wnioskowania,epistemiczny,none,o,o,present,0,N
1,wnioskowania,epistemiczny,none,o,o,present,0,N
1,wnioskowania,epistemiczny,none,o,o,past,0,N
1,percepcyjny,mówienia,none,o,o,past,0,N
1,epistemiczny,none,none,o,o,present,0,N
1,epistemiczny,none,none,o,o,present,0,?
1,epistemiczny,none,none,o,o,future,0,C
1,epistemiczny,none,none,o,o,present,0,N
1,epistemiczny,none,none,o,o,present,0,N
1,epistemiczny,none,none,o,o,present,0,N
1,epistemiczny,none,none,o,o,present,0,N
1,epistemiczny,none,none,o,o,present,0,N
1,epistemiczny,none,none,o,o,brak,0,N
1,epistemiczny,none,none,o,o,past,0,N
1,epistemiczny,none,none,o,o,present,0,N
1,epistemiczny,none,none,o,o,past,0,N
1,epistemiczny,none,none,o,o,present,0,N
1,epistemiczny,none,none,o,o,present,0,N
1,epistemiczny,none,none,o,o,past,0,N
1,epistemiczny,none,none,o,o,present,0,N
1,epistemiczny,none,none,o,o,past,0,N
1,epistemiczny,none,none,o,o,present,0,N
1,epistemiczny,none,none,o,o,present,0,N
1,epistemiczny,none,none,o,o,past,0,N
1,epistemiczny,none,none,o,o,present,0,N
1,epistemiczny,none,none,o,o,past,0,N
1,epistemiczny,none,none,o,o,present,0,N
1,epistemiczny,none,none,o,o,present,0,N
1,epistemiczny,none,none,o,o,past,0,N
1,epistemiczny,none,none,o,o,past,0,N
1,epistemiczny,none,none,o,o,present,0,N
1,epistemiczny,none,none,o,o,present,0,N
1,epistemiczny,none,none,o,o,present,0,N
1,epistemiczny,none,none,o,o,present,0,N
1,epistemiczny,none,none,o,o,present,0,N
1,epistemiczny,none,none,o,o,present,0,N
1,epistemiczny,none,none,o,o,present,0,N
1,epistemiczny,none,none,o,o,present,0,N
1,epistemiczny,none,none,o,o,present,0,N
1,epistemiczny,none,none,o,o,present,0,N
1,epistemiczny,none,none,o,o,present,0,N
1,epistemiczny,none,none,o,o,present,0,N
1,epistemiczny,none,none,o,o,present,0,N
1,epistemiczny,none,none,o,o,present,0,N
1,epistemiczny,none,none,o,o,present,0,N
1,epistemiczny,none,none,o,o,present,0,N
1,epistemiczny,none,none,o,o,present,0,N
1,epistemiczny,none,none,o,o,present,0,N
1,epistemiczny,none,none,o,o,present,0,N
1,epistemiczny,none,none,o,o,present,0,N
1,epistemiczny,none,none,o,o,present,0,N
1,epistemiczny,none,none,o,o,present,0,N
1,epistemiczny,none,none,o,o,present,0,N
1,epistemiczny,none,none,o,o,present,0,N
1,epistemiczny,none,none,o,o,present,0,N
1,epistemiczny,none,none,o,o,past,0,N
1,epistemiczny,none,none,o,o,past,0,N
1,epistemiczny,none,none,o,o,past,0,N
1,epistemiczny,none,none,o,o,past,0,N
1,epistemiczny,none,none,o,o,past,0,N
1,epistemiczny,none,none,o,o,brak,0,N
1,epistemiczny,none,none,o,o,present,0,N
1,epistemiczny,none,none,o,o,present,0,N
?,epistemiczny,none,none,o,o,brak,0,N
modalne,epistemiczny,none,none,o,o,past,0,N
modalne,epistemiczny,none,none,o,o,brak,0,N
1,epistemiczny,none,none,o,o,past,0,N
1,epistemiczny,none,none,o,o,present,0,N
1,epistemiczny,none,none,o,o,present,0,N
1,epistemiczny,none,none,o,o,present,0,N
1,epistemiczny,none,none,o,o,present,0,N
1,mówienia,none,none,o,?,present,0,E
1,mówienia,none,none,o,?,present,0,E
1,mówienia,none,none,o,?,past,0,E
1,mówienia,none,none,o,?,past,0,E
1,mówienia,none,none,o,?,past,0,E
1,mówienia,none,none,o,?,past,0,N
1,mówienia,none,none,o,?,past,0,N
1,mówienia,none,none,o,?,brak,0,N
1,mówienia,none,none,o,?,past,0,N
imperatyw ,mówienia,none,none,o,?,brak,0,E
modalne,mówienia,none,none,o,?,present,0,E
warunkowe; modalne,mówienia,none,none,o,?,present,0,?
1,odkrycia,none,none,+,+,past,0,E
1,odkrycia,none,none,+,+,past,0,E
1,wnioskowania,epistemiczny,none,o,o,past,0,N
1,zdarzeniowy,none,none,o,?,past,0,E
1,zdarzeniowy,none,none,o,?,past,0,E
1,wnioskowania,epistemiczny,none,o,o,past,0,N
1,wnioskowania,epistemiczny,none,o,o,past,0,N
1,wnioskowania,epistemiczny,none,o,o,past,0,N
1,dowodzenia,wnioskowania,mówienia,o,o,present,0,N
1,dowodzenia,wnioskowania,mówienia,o,o,past,0,E
1,dowodzenia,wnioskowania,mówienia,o,o,past,0,E
1,dowodzenia,wnioskowania,mówienia,o,o,future,0,N
1,dowodzenia,wnioskowania,mówienia,o,o,present,0,E
1,epistemiczny,none,none,o,o,present,1,N
1,epistemiczny,none,none,o,o,present,1,N
1,epistemiczny,none,none,o,o,past,1,N
1,liczenia,epistemiczny,none,o,o,past,0,N
1,wnioskowania,epistemiczny,none,o,o,present,0,N
1,wnioskowania,epistemiczny,none,o,o,past,0,E
1,wnioskowania,epistemiczny,none,o,o,past,0,C
1,wnioskowania,epistemiczny,none,o,o,present,0,N
1,wnioskowania,epistemiczny,none,o,o,present,0,N
1,wnioskowania,epistemiczny,none,o,o,present,0,N
1,wnioskowania,epistemiczny,none,o,o,present,0,N
1,wnioskowania,epistemiczny,none,o,o,present,0,N
1,wnioskowania,epistemiczny,none,o,o,present,0,N
1,wnioskowania,epistemiczny,none,o,o,present,0,N
1,wnioskowania,epistemiczny,none,o,o,past,0,N
1,wnioskowania,epistemiczny,none,o,o,present,0,N
1,wnioskowania,epistemiczny,none,o,o,present,0,N
1,wnioskowania,epistemiczny,none,o,o,past,0,N
1,wnioskowania,epistemiczny,none,o,o,present,0,N
1,wnioskowania,epistemiczny,none,o,o,present,0,N
1,wnioskowania,epistemiczny,none,o,o,present,0,N
1,wnioskowania,epistemiczny,none,o,o,present,0,N
1,wnioskowania,epistemiczny,none,o,o,present,0,N
1,wnioskowania,epistemiczny,none,o,?,past,0,E
1,wnioskowania,epistemiczny,none,o,o,present,0,N
1,wnioskowania,epistemiczny,none,o,o,present,0,N
1,wnioskowania,epistemiczny,none,o,o,present,0,N
1,wnioskowania,epistemiczny,none,o,o,present,0,N
1,wnioskowania,epistemiczny,none,o,o,present,1,N
1,wnioskowania,epistemiczny,none,o,o,present,0,N
1,wnioskowania,epistemiczny,none,o,o,present,0,N
1,wnioskowania,epistemiczny,none,o,o,present,0,N
1,wnioskowania,epistemiczny,none,o,o,present,0,N
1,wnioskowania,epistemiczny,none,o,o,present,0,N
1,wnioskowania,epistemiczny,none,o,o,present,0,N
1,wnioskowania,epistemiczny,none,o,o,past,0,N
1,wnioskowania,epistemiczny,none,o,o,present,0,N
imperatyw ,epistemiczny,none,none,o,o,brak,0,C
1,epistemiczny,none,none,o,o,brak,0,E
imperatyw ,epistemiczny,none,none,o,o,brak,0,C
imperatyw ,epistemiczny,none,none,o,o,brak,0,C
warunkowe; modalne,epistemiczny,none,none,o,o,present,0,N
1,epistemiczny,none,none,o,o,present,0,?
1,epistemiczny,none,none,o,o,past,0,C
1,epistemiczny,none,none,o,o,past,1,C
1,epistemiczny,none,none,o,o,past,0,C
1,epistemiczny,none,none,o,o,present,0,N
1,epistemiczny,none,none,o,o,present,0,N
imperatyw ,epistemiczny,none,none,o,o,brak,0,C
imperatyw ,epistemiczny,none,none,o,o,brak,0,C
pytajne,epistemiczny,none,none,o,o,present,0,C
1,mówienia,none,none,o,o,present,0,N
1,mówienia,none,none,o,o,present,0,N
1,mówienia,pamięciowy,none,+,?,past,0,E
1,zdarzeniowy,none,none,+,?,future,0,N
1,zdarzeniowy,none,none,+,?,past,0,E
1,zdarzeniowy,none,none,+,?,present,0,N
1,mówienia,none,none,o,o,past,0,E
1,mówienia,emotywny,none,+,+,present,0,E
1,mówienia,none,none,+,+,past,0,E
1,epistemiczny,none,none,o,+,future,0,E
1,epistemiczny,none,none,o,+,past,1,E
1,mówienia,none,none,o,o,past,0,N
1,mówienia,none,none,o,o,past,0,N
1,mówienia,none,none,o,o,past,0,N
1,mówienia,none,none,o,o,past,0,N
1,mówienia,none,none,o,o,past,0,N
?,epistemiczny,none,none,o,o,brak,0,N
1,epistemiczny,none,none,o,o,present,0,N
1,epistemiczny,none,none,o,o,present,0,N
1,epistemiczny,none,none,o,o,present,0,N
1,epistemiczny,none,none,o,o,present,0,N
1,epistemiczny,none,none,o,o,past,0,N
modalne,epistemiczny,none,none,o,o,present,0,N
modalne,epistemiczny,none,none,o,o,present,1,N
1,?,none,none,o,o,future,0,N
?,epistemiczny,none,none,o,o,brak,0,N
1,epistemiczny,none,none,o,o,brak,0,N
1,epistemiczny,none,none,o,o,past,0,N
?,epistemiczny,none,none,o,o,brak,0,N
?,epistemiczny,none,none,o,o,brak,0,N
?,epistemiczny,none,none,o,o,brak,0,N
modalne,epistemiczny,none,none,o,o,brak,0,N
modalne,epistemiczny,none,none,o,o,present,0,N
1,percepcyjny,epistemiczny,none,+,+,past,0,E
1,pamięciowy,epistemiczny,none,+,+,past,0,E
1,mówienia,none,none,o,o,present,0,N
1,mówienia,none,none,o,o,present,0,N
1,mówienia,none,none,o,o,present,0,N
1,mówienia,none,none,o,o,present,0,N
1,mówienia,none,none,o,o,past,0,N
1,mówienia,none,none,o,o,present,0,N
1,mówienia,none,none,o,o,past,0,N
1,mówienia,none,none,o,o,present,0,N
1,mówienia,none,none,o,o,present,0,N
1,mówienia,none,none,o,o,past,0,N
1,mówienia,none,none,o,o,present,0,N
1,mówienia,none,none,o,o,present,0,N
1,mówienia,none,none,o,o,present,0,N
1,mówienia,none,none,o,o,present,0,N
1,mówienia,none,none,o,o,past,0,N
1,mówienia,none,none,o,o,past,0,N
1,mówienia,none,none,o,o,present,0,N
1,mówienia,none,none,o,o,present,0,N
1,mówienia,none,none,o,o,present,0,N
powinnościowe,mówienia,none,none,o,o,present,0,N
1,mówienia,none,none,o,o,past,0,N
1,mówienia,none,none,o,o,past,0,N
1,mówienia,none,none,o,o,past,0,N
1,mówienia,none,none,o,o,past,0,N
1,mówienia,none,none,o,o,past,0,N
1,mówienia,none,none,o,o,past,0,N
1,mówienia,none,none,o,o,brak,0,N
modalne,mówienia,none,none,o,o,present,0,N
modalne,mówienia,none,none,o,o,past,0,N
1,mówienia,none,none,o,o,past,0,N
1,epistemiczny,none,none,o,o,past,0,N
modalne,pamięciowy,epistemiczny,none,+,+,present,1,E
1,pamięciowy,epistemiczny,none,+,+,present,0,E
?,pamięciowy,epistemiczny,none,+,+,brak,1,E
imperatyw ,pamięciowy,epistemiczny,none,+,+,brak,1,E
modalne,pamięciowy,epistemiczny,none,+,+,present,1,E
?,pamięciowy,epistemiczny,none,+,+,past,0,E
1,pamięciowy,epistemiczny,none,+,+,past,0,E
